id,w,h,search,n_bounds,cx,cy,apothems,fit_rms,strengths,cx_each,cy_each
3-114,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-115,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-116,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-117,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-118,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-119,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-12,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-120,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-121,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-122,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-123,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-124,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-125,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-126,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-127,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-128,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-129,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-13,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-130,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-131,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-132,1468,2048,open,3,146.685,156.780,57.763;66.586;72.207,0.201;0.139;0.187,2776;2955;1965,146.555;146.567;147.044,156.786;156.767;156.790
3-133,1468,2048,open,3,146.685,156.780,57.763;66.586;72.207,0.201;0.139;0.187,2776;2955;1965,146.555;146.567;147.044,156.786;156.767;156.790
3-134,1468,2048,open,3,146.603,156.799,57.763;66.588;72.056,0.202;0.139;0.371,2772;2957;1967,146.556;146.565;146.728,156.792;156.771;156.852
3-135,1468,2048,open,2,149.598,155.570,67.611;78.521,0.075;0.121,2906;2911,149.581;149.615,155.555;155.584
3-136,1468,2048,open,2,149.598,155.570,67.611;78.521,0.075;0.121,2906;2911,149.581;149.615,155.555;155.584
3-137,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-138,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-139,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-14,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-140,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-141,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-142,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-143,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-144,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-145,1468,2048,open,3,146.666,156.733,57.736;66.601;72.161,0.193;0.160;0.169,2759;2915;1916,146.562;146.533;147.018,156.746;156.721;156.730
3-146,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-147,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-148,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-149,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-15,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-150,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-151,1468,2048,open,2,149.599,155.567,67.610;78.522,0.074;0.122,2908;2910,149.582;149.616,155.553;155.581
3-152,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-153,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-154,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.582
3-155,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-156,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-157,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-158,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-159,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-16,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-160,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-161,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.582
3-162,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-163,1468,2048,open,3,146.685,156.780,57.763;66.586;72.207,0.201;0.139;0.187,2776;2955;1965,146.555;146.567;147.044,156.786;156.767;156.790
3-164,1468,2048,open,3,146.685,156.780,57.763;66.586;72.207,0.201;0.139;0.187,2776;2955;1965,146.555;146.567;147.044,156.786;156.767;156.790
3-165,1468,2048,open,2,149.599,155.569,67.611;78.521,0.076;0.122,2907;2910,149.582;149.616,155.555;155.582
3-166,1468,2048,open,2,149.599,155.569,67.611;78.521,0.076;0.122,2907;2910,149.582;149.616,155.555;155.583
3-167,1468,2048,open,3,146.685,156.780,57.763;66.586;72.207,0.201;0.139;0.187,2776;2955;1965,146.555;146.567;147.044,156.786;156.767;156.790
3-168,1468,2048,open,3,146.603,156.799,57.763;66.588;72.056,0.202;0.139;0.371,2772;2957;1967,146.556;146.565;146.728,156.792;156.771;156.852
3-169,1468,2048,open,3,146.603,156.799,57.763;66.588;72.056,0.202;0.139;0.371,2772;2957;1967,146.556;146.565;146.728,156.792;156.771;156.852
3-17,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-170,1468,2048,open,3,146.603,156.799,57.763;66.588;72.056,0.202;0.139;0.371,2772;2957;1967,146.556;146.565;146.728,156.792;156.771;156.852
3-171,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-172,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-173,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-174,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-175,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-176,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-177,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-178,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-179,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-18,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-180,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-181,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-182,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.582
3-183,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-184,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-185,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-186,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-187,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-188,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-189,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-19,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-190,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-191,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-192,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-193,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-194,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-195,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-196,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-197,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-198,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-199,1468,2048,open,2,149.599,155.569,67.611;78.521,0.076;0.122,2907;2910,149.582;149.616,155.555;155.582
3-2,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-20,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-200,1468,2048,open,3,146.685,156.780,57.763;66.586;72.207,0.201;0.139;0.187,2776;2955;1965,146.555;146.567;147.044,156.786;156.767;156.790
3-201,1468,2048,open,3,146.685,156.780,57.763;66.586;72.207,0.201;0.139;0.187,2776;2955;1965,146.555;146.567;147.044,156.786;156.767;156.790
3-202,1468,2048,open,3,146.603,156.799,57.763;66.588;72.056,0.202;0.139;0.371,2772;2957;1967,146.556;146.565;146.728,156.792;156.771;156.852
3-203,1468,2048,open,3,146.603,156.799,57.763;66.588;72.056,0.202;0.139;0.371,2772;2957;1967,146.556;146.565;146.728,156.792;156.771;156.852
3-204,1468,2048,open,3,146.603,156.799,57.763;66.588;72.056,0.202;0.139;0.371,2772;2957;1967,146.556;146.565;146.728,156.792;156.771;156.852
3-205,1468,2048,open,2,149.546,155.449,67.625;78.514,0.063;0.109,2788;2807,149.538;149.555,155.460;155.438
3-206,1468,2048,open,3,146.699,156.719,57.795;66.549;72.259,0.210;0.131;0.205,2578;2798;1885,146.560;146.568;147.084,156.726;156.712;156.721
3-207,1468,2048,open,2,149.545,155.450,67.608;78.531,0.061;0.109,2921;2919,149.535;149.556,155.472;155.428
3-208,1468,2048,open,3,146.706,156.717,57.796;66.544;72.262,0.207;0.137;0.206,2007;2204;1467,146.561;146.574;147.102,156.731;156.703;156.720
3-209,1468,2048,open,3,146.695,156.723,57.785;66.562;72.236,0.206;0.139;0.193,2620;2844;1900,146.563;146.564;147.073,156.733;156.713;156.727
3-21,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-210,1468,2048,open,3,146.688,156.718,57.763;66.581;72.189,0.201;0.144;0.166,2751;2937;1960,146.563;146.562;147.051,156.736;156.702;156.716
3-211,1468,2048,open,3,146.707,156.714,57.797;66.547;72.258,0.209;0.138;0.195,1925;2106;1406,146.561;146.571;147.112,156.727;156.704;156.711
3-212,1468,2048,open,3,146.682,156.721,57.758;66.584;72.186,0.199;0.149;0.171,2286;2453;1626,146.564;146.558;147.036,156.729;156.708;156.730
3-213,1468,2048,open,3,146.688,156.718,57.763;66.581;72.189,0.201;0.144;0.166,2751;2937;1960,146.563;146.562;147.051,156.736;156.702;156.716
3-214,1468,2048,open,3,146.702,156.720,57.808;66.546;72.285,0.213;0.136;0.243,2211;2461;1665,146.560;146.570;147.084,156.733;156.706;156.722
3-215,1468,2048,open,3,146.562,156.739,57.268;67.073;71.565,0.285;0.260;0.332,2644;2602;1886,146.446;146.443;146.888,156.725;156.787;156.693
3-216,1468,2048,open,2,149.546,155.450,67.608;78.532,0.061;0.110,2921;2921,149.535;149.557,155.472;155.429
3-217,1468,2048,open,3,146.688,156.718,57.763;66.581;72.189,0.201;0.144;0.166,2751;2937;1960,146.563;146.562;147.051,156.736;156.702;156.716
3-218,1468,2048,open,2,149.668,155.448,67.752;78.497,0.205;0.118,2391;2442,149.789;149.549,155.465;155.431
3-219,1468,2048,open,3,146.688,156.718,57.763;66.581;72.189,0.201;0.144;0.166,2751;2937;1960,146.563;146.562;147.051,156.736;156.702;156.716
3-22,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-220,1468,2048,open,2,149.653,155.449,67.734;78.499,0.208;0.121,2334;2346,149.753;149.553,155.468;155.431
3-221,1468,2048,open,3,146.702,156.719,57.800;66.546;72.268,0.210;0.130;0.214,2387;2642;1780,146.561;146.568;147.090,156.729;156.706;156.724
3-222,1468,2048,open,2,149.552,155.446,67.635;78.507,0.065;0.107,2671;2711,149.554;149.550,155.460;155.431
3-223,1468,2048,open,3,146.476,156.910,57.788;66.616;72.094,0.221;0.153;0.420,2790;2969;2038,146.435;146.426;146.605,156.907;156.901;156.927
3-23,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-24,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-25,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-26-P1,1468,2048,open,3,146.744,156.795,57.115;67.127;71.621,0.379;0.205;0.296,2952;2946;2183,146.543;146.665;147.125,156.796;156.853;156.715
3-26,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-27-P1,1468,2048,open,2,149.614,155.589,67.352;79.154,0.168;0.212,2888;2954,149.666;149.564,155.607;155.571
3-27,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-28-P1,1468,2048,open,2,149.614,155.589,67.352;79.154,0.168;0.212,2888;2954,149.666;149.564,155.607;155.571
3-28,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-29-P1,1468,2048,open,3,146.744,156.795,57.115;67.127;71.621,0.379;0.205;0.296,2952;2946;2183,146.543;146.665;147.125,156.796;156.853;156.715
3-29,1468,2048,open,3,146.685,156.780,57.763;66.586;72.207,0.201;0.139;0.187,2776;2955;1965,146.555;146.567;147.044,156.786;156.767;156.790
3-3-D23,1468,2048,open,3,146.587,156.752,57.189;67.075;71.606,0.291;0.274;0.210,2570;2660;2051,146.716;146.366;146.712,156.743;156.788;156.717
3-3,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-30-P1,1468,2048,open,3,146.689,156.691,57.793;66.544;72.260,0.208;0.150;0.221,1812;1996;1346,146.557;146.548;147.076,156.709;156.675;156.689
3-30,1468,2048,open,2,149.599,155.569,67.611;78.521,0.076;0.122,2907;2910,149.582;149.616,155.555;155.583
3-31,1468,2048,open,3,146.685,156.780,57.763;66.586;72.207,0.201;0.139;0.187,2776;2955;1965,146.555;146.567;147.044,156.786;156.767;156.790
3-32,1468,2048,open,3,146.603,156.799,57.763;66.588;72.056,0.202;0.139;0.371,2772;2957;1967,146.556;146.565;146.728,156.792;156.771;156.852
3-33,1468,2048,open,2,149.598,155.570,67.611;78.521,0.075;0.121,2906;2911,149.581;149.615,155.555;155.584
3-34,1468,2048,open,2,149.598,155.570,67.611;78.521,0.075;0.121,2906;2911,149.581;149.615,155.555;155.584
3-35,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-36,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-37,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-38,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-39-P1,1468,2048,open,3,146.678,156.731,57.776;66.570;72.228,0.208;0.154;0.216,2718;2912;1955,146.552;146.542;147.055,156.745;156.707;156.746
3-39,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-4-a,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-4-b,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-4-c,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-4-d,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-4-e,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
